,barangay,district,name_original,address,address_clean,major_division,sub_division,category,data_source,open_hours,close_hours,latitude,longitude
441,Pasong Tamo,6,Veterans Area II,Corner Diego Silang St. Veterans Village,"Corner Diego Silang Street Veterans Village, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
442,Pasong Tamo,6,"gospel christian school gcs, inc.","blk. 7 , lot 17 , area 9-a luzon  ave. , pasong tamo, quezon city, ncr, 1107","blk. 7 , lot 17 , area 9-a luzon Avenue , pasong tamo, quezon city, ncr, 1107, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,#N/A,#N/A
443,Pasong Tamo,6,angel care custodial service,"102 int 3, san miguel vill, pasong tamo, quezon city, ncr, 1107","102 int 3, san miguel vill, pasong tamo, quezon city, ncr, 1107, Philippines",Long-term care and rehabilitation services,#N/A,Psychiatric rehabilitation center,"QC Future Ready dashboard, Long-term care and rehabilitation services",10:00AM,5:00PM,14.6757682,121.0461044
444,Pasong Tamo,6,Magdaleno H. Pedro,"13 J.P. Eugenio St., Philand Subd., Brgy. Pasong Tamo","13 J.P. Eugenio Street, Philand Subdivision, Barangay Pasong Tamo, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,#N/A,#N/A
445,Pasong Tamo,6,salt and light child care and development inc.,"3rd flr, pinnacle bldg, no. 8 congressional avenue ext. , pasong tamo, quezon city, ncr, 1107","3rd flr, pinnacle bldg, 8 congressional avenue Extension , pasong tamo, quezon city, ncr, 1107, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",9:00AM,6:00PM,#N/A,#N/A
446,Pasong Tamo,6,"gospel christian school gcs, inc.","blk. 7 , lot 17 , area 9-a luzon  ave. , pasong tamo, quezon city, ncr, 1107","blk. 7 , lot 17 , area 9-a luzon Avenue , pasong tamo, quezon city, ncr, 1107, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,#N/A,#N/A
447,Pasong Tamo,6,Pingkian 3 Zone 2,"Lily St. Pingkian 3, Zone 2","Lily Street Pingkian 3, Zone 2, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.68863765,121.059987
448,Pasong Tamo,6,Pingkian II,Pingkian II,"Pingkian II, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
449,Pasong Tamo,6,Veterans Area I,"Area I, Freedom Park St. Veterans Village","Area I, Freedom Park Street Veterans Village, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
450,Pasong Tamo,6,Pingkian 3 Zone 3,Santan St.,"Santan Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.68987685,121.0573185
451,Pasong Tamo,6,ozonmed wellness clinic inc.,"2nd flr, glory to god bldg., sampaguita ave. cor narra st. , mapayapa village iii, pasong tamo, quezon city, ncr, 1107","2nd flr, glory to god Building, sampaguita Avenue corner narra Street , mapayapa village iii, pasong tamo, quezon city, ncr, 1107, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,8:00PM,14.682093,121.05884
452,Pasong Tamo,6,salt and light child care and development inc.,"3rd flr, pinnacle bldg, no. 8 congressional avenue ext. , pasong tamo, quezon city, ncr, 1107","3rd flr, pinnacle bldg, 8 congressional avenue Extension , pasong tamo, quezon city, ncr, 1107, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",9:00AM,6:00PM,#N/A,#N/A
453,Pasong Tamo,6,ozonmed wellness clinic inc.,"2nd flr, glory to god bldg., sampaguita ave. cor narra st. , mapayapa village iii, pasong tamo, quezon city, ncr, 1107","2nd flr, glory to god Building, sampaguita Avenue corner narra Street , mapayapa village iii, pasong tamo, quezon city, ncr, 1107, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,8:00PM,14.682093,121.05884
454,Pasong Tamo,6,Veterans Area III,7th Street Veterans Village Area 3,"7th Street Veterans Village Area 3, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.68362031,121.0654379
455,Pasong Tamo,6,little wonders playdates and learning center,"unit 3d beal square # 27, visayas avenue corner congressional avenue, pasong tamo, quezon city, ncr, 1107","unit 3d beal square # 27, visayas avenue corner congressional avenue, pasong tamo, quezon city, ncr, 1107, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",7:00AM,10:00PM,14.67200929,121.0434804
456,Pasong Tamo,6,r and a learning center,"8, 22, shining hope phase 1 hoa roque 1b, napocor village, pasong tamo, quezon city, ncr, 1107","8, 22, shining hope phase 1 hoa roque 1b, napocor village, pasong tamo, quezon city, ncr, 1107, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00AM,12:00PM,14.682093,121.05884
457,Pasong Tamo,6,Centerville,Philand back of basketball court,"Philand back of basketball court, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
458,Payatas,2,Golden Shower,"Golden Shower St., Brgy. Payatas","Golden Shower Street, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
459,Payatas,2,Bahay Pangarap,"48 Bulacan St., near brgy. hall, Brgy. Payatas","48 Bulacan Street, near Barangay hall, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.71499982,121.1025251
460,Payatas,2,Payatas B,"Bulacan St., Brgy. Payatas","Bulacan Street, Barangay Payatas, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.71610507,121.101749
461,Payatas,2,Banaba,"Banaba St., Brgy. Payatas","Banaba Street, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.7186371,121.1075963
462,Payatas,2,Lower Everlasting,"Lower Everlasting (Sto. Niño Gala), Brgy. Payatas","Lower Everlasting (Sto. Niño Gala), Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.7186371,121.1075963
463,Payatas,2,Upper Everlasting,"Upper Everlasting, Brgy. Payatas","Upper Everlasting, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.7186371,121.1075963
464,Payatas,2,breath of life christian community school inc.,"purok 5, road 7 phase 2 , lupang pangako, payatas, quezon city, ncr, 1119","purok 5, road 7 phase 2 , lupang pangako, payatas, quezon city, ncr, 1119, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",7:00AM,4:00PM,14.72110157,121.109981
465,Payatas,2,Payatas Super Health Centers,"Diamond Hills St., Brgy. Payatas","Diamond Hills Street, Barangay Payatas, Quezon City, Philippines",Health centers,#N/A,Super health care centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.7111163,121.0963829
466,Payatas,2,Payatas Super,"Molave St., Diamond Hills St., Brgy. Payatas","Molave Street, Diamond Hills Street, Barangay Payatas, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.70979968,121.0965636
467,Payatas,2,blessed exodus christian academy inc.,"b2 l8 & 9, payatas b, amlacville subd, payatas, quezon city, ncr, 1119","b2 l8 & 9, payatas b, amlacville subd, payatas, quezon city, ncr, 1119, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,1:20PM,14.7167,121.104
468,Payatas,2,Lupang Pangako,"Phase I, Lupang Pangako, Brgy. Payatas","Phase I, Lupang Pangako, Barangay Payatas, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.72110157,121.109981
469,Payatas,2,Empire,"Empire St., Brgy. Payatas","Empire Street, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.7186371,121.1075963
470,Payatas,2,Azucena,"Azucena St., Brgy. Payatas","Azucena Street, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.7186371,121.1075963
471,Payatas,2,Sto. Niño De Payatas II,"Second floor, SÑDP CDC, Sto. Niño De Payatas St., Brgy. Payatas","Second floor, SÑDP CDC, Sto. Niño De Payatas Street, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.7186371,121.1075963
472,Payatas,2,Sto. Niño De Payatas I,"Ground floor, SÑDP CDC, Sto. Niño De Payatas St., Brgy. Payatas","Ground floor, SÑDP CDC, Sto. Niño De Payatas Street, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.7186371,121.1075963
473,Payatas,2,Mutya,"Mutya St., Brgy. Payatas","Mutya Street, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.7186371,121.1075963
474,Payatas,2,Payatas A,"Ilang-Ilang St., Brgy. Payatas","Ilang-Ilang Street, Barangay Payatas, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.69970178,121.0951694
475,Payatas,2,Phase IV-B,"2nd floor, Livelihood Center, Davao St., Phase IV, Brgy. Payatas","2nd floor, Livelihood Center, Davao Street, Phase IV, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.7186371,121.1075963
476,Payatas,2,Lupang Pangako,"Phase 2, Park 13, Lupang Pangako, Brgy. Payatas","Phase 2, Park 13, Lupang Pangako, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.72110157,121.109981
477,Payatas,2,Springfield,"Springfield St., Brgy. Payatas","Springfield Street, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.7186371,121.1075963
478,Payatas,2,Narraville,"Lower Narra St., Brgy. Payatas","Lower Narra Street, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.71230301,121.0931408
479,Payatas,2,Phase IV-A,"Ground floor, Livelihood Center, Davao St., Phase IV, Brgy. Payatas","Ground floor, Livelihood Center, Davao Street, Phase IV, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.7186371,121.1075963
480,Payatas,2,de paul payatas day care center inc.,"phase 1 purok 3, lupang pangako, payatas, quezon city, ncr, 1119","phase 1 purok 3, lupang pangako, payatas, quezon city, ncr, 1119, Philippines",Childcare,Private,Day care center,"QC Future Ready dashboard, Childcare",8:00AM,5:00PM,14.72110157,121.109981
481,Payatas,2,Molave,"Molave St., near Tahanan, Brgy. Payatas","Molave Street, near Tahanan, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.71231702,121.0962245
482,Payatas,2,"saint vincent institute of arts & sciences, inc.","137, legaspi st., payatas-b, payatas, quezon city, ncr, 1119","137, legaspi Street, payatas-b, payatas, quezon city, ncr, 1119, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,#N/A,#N/A
483,Phil-Am,1,grey-gold home care services,"13, west maya drive, phil-am, quezon city, ncr, 1104","13, west maya drive, phil-am, quezon city, ncr, 1104, Philippines",Older persons care,#N/A,Nursing care center,"QC Future Ready dashboard, Older persons care",7:00AM,7:00AM,14.64784242,121.0290275
484,Phil-Am,1,springlife therapeutic community inc.,"122, west avenue, phil-am, quezon city, ncr, 1103","122, west avenue, phil-am, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,#N/A,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,5:00PM,14.65030599,121.028995
485,Pinagkaisahan,4,Bernardo,"95 Ermin Garcia St., Brgy. Pinagkaisahan","95 Ermin Garcia Street, Barangay Pinagkaisahan, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.62708493,121.0467375
486,Pinagkaisahan,4,Pinagkaisahan,Ermin Garcia St. (near Bernardo Park),"Ermin Garcia Street (near Bernardo Park), Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.62708493,121.0467375
487,Pinyahan,4,marpe medical rehab center inc.,"rm 801 8th floor, malakas suites, 88 malakas st. diliman, pinyahan, quezon city, ncr, 1100","rm 801 8th floor, malakas suites, 88 malakas Street diliman, pinyahan, quezon city, ncr, 1100, Philippines",Long-term care and rehabilitation services,#N/A,Rehabilitation clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,6:00PM,14.63813357,121.0482163
488,Pinyahan,4,the oracle physical rehabilitation inc.,"unit 101, east side condominium corporation,, 77, malakas, pinyahan, quezon city, ncr, 1100","unit 101, east side condominium corporation, 77, malakas, pinyahan, quezon city, ncr, 1100, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,6:00PM,14.63840402,121.048167
489,Pinyahan,4,brightsteps learning and development center,"unit 4 34, matapang, pinyahan, quezon city, ncr, 1100","unit 4 34, matapang, pinyahan, quezon city, ncr, 1100, Philippines",Long-term care and rehabilitation services,#N/A,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.6401576,121.0500757
490,Pinyahan,4,Pinyahan,"37 Malakas St., Brgy. Pinyahan","37 Malakas Street, Barangay Pinyahan, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.63813357,121.0482163
491,Pinyahan,4,marpe medical rehab center inc.,"rm 801 8th floor, malakas suites, 88 malakas st. diliman, pinyahan, quezon city, ncr, 1100","rm 801 8th floor, malakas suites, 88 malakas Street diliman, pinyahan, quezon city, ncr, 1100, Philippines",Long-term care and rehabilitation services,#N/A,Rehabilitation clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,6:00PM,14.63813357,121.0482163
492,Pinyahan,4,the oracle physical rehabilitation inc.,"unit 101, east side condominium corporation,, 77, malakas, pinyahan, quezon city, ncr, 1100","unit 101, east side condominium corporation, 77, malakas, pinyahan, quezon city, ncr, 1100, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,6:00PM,14.63840402,121.048167
493,Pinyahan,4,"fremont learning academy, inc.","20, matino, pinyahan, quezon city, ncr, 1100","20, matino, pinyahan, quezon city, ncr, 1100, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",7:00AM,6:00PM,#N/A,#N/A
